reported_hunt_year,model_target_year,source_file,source_page,section_title,row_label,metric_count,metric_raw,raw_line,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15
2024,2025,2024 mule deer.pdf,7,"Total antlerless* deer harvest by management unit, Utah 2015–2024 (continued).",27 Paunsaugunt,10,0|6|4|9|9|0|10|3|4|7,27 Paunsaugunt 0 6 4 9 9 0 10 3 4 7,0.0,6.0,4.0,9.0,9.0,0.0,10.0,3.0,4.0,7.0,,,,,
2024,2025,2024 mule deer.pdf,7,"Total antlerless* deer harvest by management unit, Utah 2015–2024 (continued).",30 Pine Valley,10,178|226|374|407|385|254|160|121|98|115,30 Pine Valley 178 226 374 407 385 254 160 121 98 115,178.0,226.0,374.0,407.0,385.0,254.0,160.0,121.0,98.0,115.0,,,,,
2024,2025,2024 mule deer.pdf,7,"Total antlerless* deer harvest by management unit, Utah 2015–2024 (continued).","14A San Juan, Abajo Mtns",10,60|61|58|22|29|29|16|33|30|21,"14A San Juan, Abajo Mtns 60 61 58 22 29 29 16 33 30 21",60.0,61.0,58.0,22.0,29.0,29.0,16.0,33.0,30.0,21.0,,,,,
2024,2025,2024 mule deer.pdf,8,harvest harvest harvest afield hunted rate (%),22 Beaver,6,793|34|827|1776|5.8|46.6,22 Beaver 793 34 827 1776 5.8 46.6,793.0,34.0,827.0,1776.0,5.8,46.6,,,,,,,,,
2024,2025,2024 mule deer.pdf,8,harvest harvest harvest afield hunted rate (%),10 Book Cliffs,6,213|1|214|251|5.5|85.3,10 Book Cliffs 213 1 214 251 5.5 85.3,213.0,1.0,214.0,251.0,5.5,85.3,,,,,,,,,
2024,2025,2024 mule deer.pdf,8,harvest harvest harvest afield hunted rate (%),25C/26 Boulder/Kaiparowits,6,768|67|835|1960|6.4|42.6,25C/26 Boulder/Kaiparowits 768 67 835 1960 6.4 42.6,768.0,67.0,835.0,1960.0,6.4,42.6,,,,,,,,,
2024,2025,2024 mule deer.pdf,8,harvest harvest harvest afield hunted rate (%),1 Box Elder,6,1667|178|1845|4701|3.5|39.2,1 Box Elder 1667 178 1845 4701 3.5 39.2,1667.0,178.0,1845.0,4701.0,3.5,39.2,,,,,,,,,
2024,2025,2024 mule deer.pdf,8,harvest harvest harvest afield hunted rate (%),2 Cache,6,845|73|918|3831|5.4|24.0,2 Cache 845 73 918 3831 5.4 24.0,845.0,73.0,918.0,3831.0,5.4,24.0,,,,,,,,,
2024,2025,2024 mule deer.pdf,8,harvest harvest harvest afield hunted rate (%),"2C Cache, Crawford Mtn",6,8|0|8|9|4.9|88.9,"2C Cache, Crawford Mtn 8 0 8 9 4.9 88.9",8.0,0.0,8.0,9.0,4.9,88.9,,,,,,,,,
2024,2025,2024 mule deer.pdf,8,harvest harvest harvest afield hunted rate (%),6 Chalk Creek,6,511|19|530|1898|4.7|27.9,6 Chalk Creek 511 19 530 1898 4.7 27.9,511.0,19.0,530.0,1898.0,4.7,27.9,,,,,,,,,
2024,2025,2024 mule deer.pdf,8,harvest harvest harvest afield hunted rate (%),9C Diamond Mtn,6,161|0|161|173|4.4|93.1,9C Diamond Mtn 161 0 161 173 4.4 93.1,161.0,0.0,161.0,173.0,4.4,93.1,,,,,,,,,
2024,2025,2024 mule deer.pdf,8,harvest harvest harvest afield hunted rate (%),5 East Canyon,6,398|49|447|2432|4.7|18.4,5 East Canyon 398 49 447 2432 4.7 18.4,398.0,49.0,447.0,2432.0,4.7,18.4,,,,,,,,,
2024,2025,2024 mule deer.pdf,10,harvest harvest harvest afield hunted rate (%),1 Box Elder,6,30|2|32|315|5.5|10.2,1 Box Elder 30 2 32 315 5.5 10.2,30.0,2.0,32.0,315.0,5.5,10.2,,,,,,,,,
2024,2025,2024 mule deer.pdf,10,harvest harvest harvest afield hunted rate (%),2 Cache,6,13|2|15|148|5.9|10.1,2 Cache 13 2 15 148 5.9 10.1,13.0,2.0,15.0,148.0,5.9,10.1,,,,,,,,,
2024,2025,2024 mule deer.pdf,10,harvest harvest harvest afield hunted rate (%),5 East Canyon,6,77|12|89|958|5.0|9.3,5 East Canyon 77 12 89 958 5.0 9.3,77.0,12.0,89.0,958.0,5.0,9.3,,,,,,,,,
2024,2025,2024 mule deer.pdf,10,harvest harvest harvest afield hunted rate (%),16A Nebo,6,9|0|9|72|6.8|12.5,16A Nebo 9 0 9 72 6.8 12.5,9.0,0.0,9.0,72.0,6.8,12.5,,,,,,,,,
2024,2025,2024 mule deer.pdf,10,harvest harvest harvest afield hunted rate (%),"11B Nine Mile, Range Creek",6,0|0|0|9|7.1|0.0,"11B Nine Mile, Range Creek 0 0 0 9 7.1 0.0",0.0,0.0,0.0,9.0,7.1,0.0,,,,,,,,,
2024,2025,2024 mule deer.pdf,10,harvest harvest harvest afield hunted rate (%),3 Ogden,6,60|5|65|467|5.3|13.9,3 Ogden 60 5 65 467 5.3 13.9,60.0,5.0,65.0,467.0,5.3,13.9,,,,,,,,,
2024,2025,2024 mule deer.pdf,10,harvest harvest harvest afield hunted rate (%),18B Oquirrh/Tintic,6,47|6|53|456|4.8|11.6,18B Oquirrh/Tintic 47 6 53 456 4.8 11.6,47.0,6.0,53.0,456.0,4.8,11.6,,,,,,,,,
2024,2025,2024 mule deer.pdf,10,harvest harvest harvest afield hunted rate (%),9B Vernal,6,84|2|86|316|8.7|27.2,9B Vernal 84 2 86 316 8.7 27.2,84.0,2.0,86.0,316.0,8.7,27.2,,,,,,,,,
2024,2025,2024 mule deer.pdf,10,harvest harvest harvest afield hunted rate (%),"17A Wasatch Mtns, West",6,90|10|100|1188|4.4|8.4,"17A Wasatch Mtns, West 90 10 100 1188 4.4 8.4",90.0,10.0,100.0,1188.0,4.4,8.4,,,,,,,,,
2024,2025,2024 mule deer.pdf,23,harvest harvest harvest afield (%),22 Beaver,6,17|0|17|78|48|28.1,22 Beaver 17 0 17 78 48 28.1,17.0,0.0,17.0,78.0,48.0,28.1,,,,,,,,,
2024,2025,2024 mule deer.pdf,23,harvest harvest harvest afield (%),10 Book Cliffs,6,1|0|1|1|1|100.0,10 Book Cliffs 1 0 1 1 1 100.0,1.0,0.0,1.0,1.0,1.0,100.0,,,,,,,,,
2024,2025,2024 mule deer.pdf,23,harvest harvest harvest afield (%),25C/26 Boulder/Kaiparowits,6,48|0|48|250|109|32.7,25C/26 Boulder/Kaiparowits 48 0 48 250 109 32.7,48.0,0.0,48.0,250.0,109.0,32.7,,,,,,,,,
2024,2025,2024 mule deer.pdf,23,harvest harvest harvest afield (%),1 Box Elder,6,84|11|95|189|103|56.7,1 Box Elder 84 11 95 189 103 56.7,84.0,11.0,95.0,189.0,103.0,56.7,,,,,,,,,
2024,2025,2024 mule deer.pdf,23,harvest harvest harvest afield (%),2 Cache,6,49|10|59|122|85|50.0,2 Cache 49 10 59 122 85 50.0,49.0,10.0,59.0,122.0,85.0,50.0,,,,,,,,,
2024,2025,2024 mule deer.pdf,23,harvest harvest harvest afield (%),6 Chalk Creek,6,11|3|14|59|23|21.4,6 Chalk Creek 11 3 14 59 23 21.4,11.0,3.0,14.0,59.0,23.0,21.4,,,,,,,,,
2024,2025,2024 mule deer.pdf,23,harvest harvest harvest afield (%),5 East Canyon,6,7|0|7|69|37|18.2,5 East Canyon 7 0 7 69 37 18.2,7.0,0.0,7.0,69.0,37.0,18.2,,,,,,,,,
2024,2025,2024 mule deer.pdf,23,harvest harvest harvest afield (%),21 Fillmore,6,22|2|24|73|46|37.0,21 Fillmore 22 2 24 73 46 37.0,22.0,2.0,24.0,73.0,46.0,37.0,,,,,,,,,
2024,2025,2024 mule deer.pdf,23,harvest harvest harvest afield (%),"21C Fillmore, Oak Creek LE",6,1|0|1|1|1|100.0,"21C Fillmore, Oak Creek LE 1 0 1 1 1 100.0",1.0,0.0,1.0,1.0,1.0,100.0,,,,,,,,,
2024,2025,2024 mule deer.pdf,24,harvest harvest harvest afield (%),22 Beaver,6,16|0|16|18|18|88.9,22 Beaver 16 0 16 18 18 88.9,16.0,0.0,16.0,18.0,18.0,88.9,,,,,,,,,
2024,2025,2024 mule deer.pdf,24,harvest harvest harvest afield (%),25C/26 Boulder/Kaiparowits,6,19|0|19|33|31|60.0,25C/26 Boulder/Kaiparowits 19 0 19 33 31 60.0,19.0,0.0,19.0,33.0,31.0,60.0,,,,,,,,,
2024,2025,2024 mule deer.pdf,24,harvest harvest harvest afield (%),1 Box Elder,6,26|1|27|48|43|64.5,1 Box Elder 26 1 27 48 43 64.5,26.0,1.0,27.0,48.0,43.0,64.5,,,,,,,,,
2024,2025,2024 mule deer.pdf,24,harvest harvest harvest afield (%),2 Cache,6,9|0|9|16|16|54.5,2 Cache 9 0 9 16 16 54.5,9.0,0.0,9.0,16.0,16.0,54.5,,,,,,,,,
2024,2025,2024 mule deer.pdf,24,harvest harvest harvest afield (%),6 Chalk Creek,6,3|0|3|5|5|66.7,6 Chalk Creek 3 0 3 5 5 66.7,3.0,0.0,3.0,5.0,5.0,66.7,,,,,,,,,
2024,2025,2024 mule deer.pdf,24,harvest harvest harvest afield (%),5 East Canyon,6,11|0|11|14|12|87.5,5 East Canyon 11 0 11 14 12 87.5,11.0,0.0,11.0,14.0,12.0,87.5,,,,,,,,,
2024,2025,2024 mule deer.pdf,24,harvest harvest harvest afield (%),21 Fillmore,6,14|3|17|19|19|87.5,21 Fillmore 14 3 17 19 19 87.5,14.0,3.0,17.0,19.0,19.0,87.5,,,,,,,,,
2024,2025,2024 mule deer.pdf,24,harvest harvest harvest afield (%),16B Manti,6,25|0|25|31|29|86.7,16B Manti 25 0 25 31 29 86.7,25.0,0.0,25.0,31.0,29.0,86.7,,,,,,,,,
2024,2025,2024 mule deer.pdf,24,harvest harvest harvest afield (%),23 Monroe,6,7|0|7|8|8|83.3,23 Monroe 7 0 7 8 8 83.3,7.0,0.0,7.0,8.0,8.0,83.3,,,,,,,,,
2024,2025,2024 mule deer.pdf,27,"Deer postseason population estimates and objectives by management unit, Utah 2020–2024.",22 Beaver,6,14000|10300|9400|9200|9400|9900,22 Beaver 14000 10300 9400 9200 9400 9900,14000.0,10300.0,9400.0,9200.0,9400.0,9900.0,,,,,,,,,
2024,2025,2024 mule deer.pdf,27,"Deer postseason population estimates and objectives by management unit, Utah 2020–2024.",10 Book Cliffs,6,9000|4550|4250|4400|5500|5900,10 Book Cliffs 9000 4550 4250 4400 5500 5900,9000.0,4550.0,4250.0,4400.0,5500.0,5900.0,,,,,,,,,
2024,2025,2024 mule deer.pdf,27,"Deer postseason population estimates and objectives by management unit, Utah 2020–2024.",25C/26 Boulder/Kaiparowits,6,8500|6750|6550|7050|7650|8200,25C/26 Boulder/Kaiparowits 8500 6750 6550 7050 7650 8200,8500.0,6750.0,6550.0,7050.0,7650.0,8200.0,,,,,,,,,
2024,2025,2024 mule deer.pdf,27,"Deer postseason population estimates and objectives by management unit, Utah 2020–2024.",1 Box Elder,6,20000|10100|11700|16700|17000|18300,1 Box Elder 20000 10100 11700 16700 17000 18300,20000.0,10100.0,11700.0,16700.0,17000.0,18300.0,,,,,,,,,
2024,2025,2024 mule deer.pdf,27,"Deer postseason population estimates and objectives by management unit, Utah 2020–2024.",2 Cache,6,25000|14100|17900|20300|12500|13550,2 Cache 25000 14100 17900 20300 12500 13550,25000.0,14100.0,17900.0,20300.0,12500.0,13550.0,,,,,,,,,
2024,2025,2024 mule deer.pdf,27,"Deer postseason population estimates and objectives by management unit, Utah 2020–2024.",6 Chalk Creek,6,12000|9100|11250|11700|5900|7150,6 Chalk Creek 12000 9100 11250 11700 5900 7150,12000.0,9100.0,11250.0,11700.0,5900.0,7150.0,,,,,,,,,
2024,2025,2024 mule deer.pdf,27,"Deer postseason population estimates and objectives by management unit, Utah 2020–2024.",9BCD Diamond Mtn/Vernal/Bonanza,6,13000|9200|9800|11200|9500|9900,9BCD Diamond Mtn/Vernal/Bonanza 13000 9200 9800 11200 9500 9900,13000.0,9200.0,9800.0,11200.0,9500.0,9900.0,,,,,,,,,
2024,2025,2024 mule deer.pdf,27,"Deer postseason population estimates and objectives by management unit, Utah 2020–2024.",5 East Canyon,6,13500|12800|9800|12000|2400|2700,5 East Canyon 13500 12800 9800 12000 2400 2700,13500.0,12800.0,9800.0,12000.0,2400.0,2700.0,,,,,,,,,
2024,2025,2024 mule deer.pdf,29,"Number of postseason buck deer per 100 does for general-season public land management unit,",22 Beaver 18–20,4,17|20|21|19,22 Beaver 18–20 17 20 21 19,17.0,20.0,21.0,19.0,,,,,,,,,,,
2024,2025,2024 mule deer.pdf,29,"Number of postseason buck deer per 100 does for general-season public land management unit,",25C/26 Boulder/Kaiparowits 18–20,4,24|31|25|27,25C/26 Boulder/Kaiparowits 18–20 24 31 25 27,24.0,31.0,25.0,27.0,,,,,,,,,,,
2024,2025,2024 mule deer.pdf,29,"Number of postseason buck deer per 100 does for general-season public land management unit,",1 Box Elder 15–17,4,26|22|20|23,1 Box Elder 15–17 26 22 20 23,26.0,22.0,20.0,23.0,,,,,,,,,,,
2024,2025,2024 mule deer.pdf,29,"Number of postseason buck deer per 100 does for general-season public land management unit,",2 Cache 15–17,4,20|19|19|19,2 Cache 15–17 20 19 19 19,20.0,19.0,19.0,19.0,,,,,,,,,,,
2024,2025,2024 mule deer.pdf,29,"Number of postseason buck deer per 100 does for general-season public land management unit,",21 Fillmore 18–20,4,18|24|22|21,21 Fillmore 18–20 18 24 22 21,18.0,24.0,22.0,21.0,,,,,,,,,,,
2024,2025,2024 mule deer.pdf,30,"Number of postseason buck deer per 100 does for general-season private land management unit,",6 Chalk Creek 18–20,4,28|24|32|28,6 Chalk Creek 18–20 28 24 32 28,28.0,24.0,32.0,28.0,,,,,,,,,,,
2024,2025,2024 mule deer.pdf,30,"Number of postseason buck deer per 100 does for general-season private land management unit,",5 East Canyon 18–20,4,24|22|31|26,5 East Canyon 18–20 24 22 31 26,24.0,22.0,31.0,26.0,,,,,,,,,,,
2024,2025,2024 mule deer.pdf,30,"Number of postseason buck deer per 100 does for general-season private land management unit,",4 Morgan-South Rich 18–20,4,29|21|28|26,4 Morgan-South Rich 18–20 29 21 28 26,29.0,21.0,28.0,26.0,,,,,,,,,,,
2024,2025,2024 mule deer.pdf,30,"Number of postseason buck deer per 100 does for general-season private land management unit,",3 Ogden 18–20,4,23|20|21|21,3 Ogden 18–20 23 20 21 21,23.0,20.0,21.0,21.0,,,,,,,,,,,
2024,2025,2024 mule deer.pdf,30,"Number of postseason buck deer per 100 does for limited-entry management unit, Utah 2022–",10 Book Cliffs 25–35,4,33|37|41|37,10 Book Cliffs 25–35 33 37 41 37,33.0,37.0,41.0,37.0,,,,,,,,,,,
2024,2025,2024 mule deer.pdf,30,"Number of postseason buck deer per 100 does for limited-entry management unit, Utah 2022–","2B Cache, Crawford Mtn 25–35",4,22|22|22|22,"2B Cache, Crawford Mtn 25–35 22 22 22 22",22.0,22.0,22.0,22.0,,,,,,,,,,,
2024,2025,2024 mule deer.pdf,30,"Number of postseason buck deer per 100 does for limited-entry management unit, Utah 2022–",9C Diamond Mtn 25–35,4,31|33|27|30,9C Diamond Mtn 25–35 31 33 27 30,31.0,33.0,27.0,30.0,,,,,,,,,,,
2024,2025,2024 mule deer.pdf,30,"Number of postseason buck deer per 100 does for limited-entry management unit, Utah 2022–","21C Fillmore, Oak Creek LE 25–35",4,43|32|39|38,"21C Fillmore, Oak Creek LE 25–35 43 32 39 38",43.0,32.0,39.0,38.0,,,,,,,,,,,
2024,2025,2024 mule deer.pdf,30,"Number of postseason buck deer per 100 does for limited-entry management unit, Utah 2022–","13B La Sal, Dolores Triangle 25–35",4,29|27|28|28,"13B La Sal, Dolores Triangle 25–35 29 27 28 28",29.0,27.0,28.0,28.0,,,,,,,,,,,
2024,2025,2024 mule deer.pdf,30,"Number of postseason buck deer per 100 does for premium limited-entry management unit, Utah",15 Henry Mtns 40–55,4,36|55|48|46,15 Henry Mtns 40–55 36 55 48 46,36.0,55.0,48.0,46.0,,,,,,,,,,,
2024,2025,2024 mule deer.pdf,30,"Number of postseason buck deer per 100 does for premium limited-entry management unit, Utah",26 Paunsaugunt 40–55,4,42|46|50|46,26 Paunsaugunt 40–55 42 46 50 46,42.0,46.0,50.0,46.0,,,,,,,,,,,
2024,2025,2024 mule deer.pdf,31,"Number of postseason fawn deer per 100 does by management unit, Utah 2015–2024.",22 Beaver,10,64|57|45|49|48|37|37|56|59|64,22 Beaver 64 57 45 49 48 37 37 56 59 64,64.0,57.0,45.0,49.0,48.0,37.0,37.0,56.0,59.0,64.0,,,,,
2024,2025,2024 mule deer.pdf,31,"Number of postseason fawn deer per 100 does by management unit, Utah 2015–2024.",10 Book Cliffs,10,53|41|38|28|39|52|39|54|58|62,10 Book Cliffs 53 41 38 28 39 52 39 54 58 62,53.0,41.0,38.0,28.0,39.0,52.0,39.0,54.0,58.0,62.0,,,,,
2024,2025,2024 mule deer.pdf,31,"Number of postseason fawn deer per 100 does by management unit, Utah 2015–2024.",25C Boulder/Kaiparowits,10,65|56|69|47|52|55|50|64|72|79,25C Boulder/Kaiparowits 65 56 69 47 52 55 50 64 72 79,65.0,56.0,69.0,47.0,52.0,55.0,50.0,64.0,72.0,79.0,,,,,
2024,2025,2024 mule deer.pdf,31,"Number of postseason fawn deer per 100 does by management unit, Utah 2015–2024.",1 Box Elder,10,65|58|56|57|52|74|60|71|76|73,1 Box Elder 65 58 56 57 52 74 60 71 76 73,65.0,58.0,56.0,57.0,52.0,74.0,60.0,71.0,76.0,73.0,,,,,
2024,2025,2024 mule deer.pdf,31,"Number of postseason fawn deer per 100 does by management unit, Utah 2015–2024.",2 Cache,10,64|65|67|78|55|67|62|64|60|67,2 Cache 64 65 67 78 55 67 62 64 60 67,64.0,65.0,67.0,78.0,55.0,67.0,62.0,64.0,60.0,67.0,,,,,
2024,2025,2024 mule deer.pdf,31,"Number of postseason fawn deer per 100 does by management unit, Utah 2015–2024.","2B Cache, Crawford Mtns",10,58|66|70|74|51|65|51|61|56|70,"2B Cache, Crawford Mtns 58 66 70 74 51 65 51 61 56 70",58.0,66.0,70.0,74.0,51.0,65.0,51.0,61.0,56.0,70.0,,,,,
2024,2025,2024 mule deer.pdf,31,"Number of postseason fawn deer per 100 does by management unit, Utah 2015–2024.",6 Chalk Creek,10,65|60|70|57|55|57|72|59|52|69,6 Chalk Creek 65 60 70 57 55 57 72 59 52 69,65.0,60.0,70.0,57.0,55.0,57.0,72.0,59.0,52.0,69.0,,,,,
2024,2025,2024 mule deer.pdf,31,"Number of postseason fawn deer per 100 does by management unit, Utah 2015–2024.",9C Diamond Mtn,10,82|68|58|51|56|57|60|67|52|57,9C Diamond Mtn 82 68 58 51 56 57 60 67 52 57,82.0,68.0,58.0,51.0,56.0,57.0,60.0,67.0,52.0,57.0,,,,,
2024,2025,2024 mule deer.pdf,32,"Number of postseason fawn deer per 100 does by management unit, Utah 2015–2024 (continued).",28 Panguitch Lake,10,65|66|51|59|62|51|52|66|68|68,28 Panguitch Lake 65 66 51 59 62 51 52 66 68 68,65.0,66.0,51.0,59.0,62.0,51.0,52.0,66.0,68.0,68.0,,,,,
2024,2025,2024 mule deer.pdf,32,"Number of postseason fawn deer per 100 does by management unit, Utah 2015–2024 (continued).",27 Paunsaugunt,10,65|60|63|48|55|60|52|71|67|64,27 Paunsaugunt 65 60 63 48 55 60 52 71 67 64,65.0,60.0,63.0,48.0,55.0,60.0,52.0,71.0,67.0,64.0,,,,,
2024,2025,2024 mule deer.pdf,32,"Number of postseason fawn deer per 100 does by management unit, Utah 2015–2024 (continued).",30 Pine Valley,10,61|57|57|46|60|45|34|61|67|60,30 Pine Valley 61 57 57 46 60 45 34 61 67 60,61.0,57.0,57.0,46.0,60.0,45.0,34.0,61.0,67.0,60.0,,,,,
2024,2025,2024 mule deer.pdf,32,"Number of postseason fawn deer per 100 does by management unit, Utah 2015–2024 (continued).","14A San Juan, Abajo Mtns",10,57|55|51|32|44|55|45|41|47|53,"14A San Juan, Abajo Mtns 57 55 51 32 44 55 45 41 47 53",57.0,55.0,51.0,32.0,44.0,55.0,45.0,41.0,47.0,53.0,,,,,
2024,2025,2024 mule deer.pdf,33,"Deer postseason classification data by management unit, Utah 2015–2024.",2015–16,5,757|64|52|22|36,2015–16 757 64 52 22 36,757.0,64.0,52.0,22.0,36.0,,,,,,,,,,
2024,2025,2024 mule deer.pdf,33,"Deer postseason classification data by management unit, Utah 2015–2024.",2016–17,5,833|57|45|25|49,2016–17 833 57 45 25 49,833.0,57.0,45.0,25.0,49.0,,,,,,,,,,
2024,2025,2024 mule deer.pdf,33,"Deer postseason classification data by management unit, Utah 2015–2024.",2017–18,5,715|45|38|18|50,2017–18 715 45 38 18 50,715.0,45.0,38.0,18.0,50.0,,,,,,,,,,
2024,2025,2024 mule deer.pdf,33,"Deer postseason classification data by management unit, Utah 2015–2024.",2018–19,5,978|49|43|15|59,2018–19 978 49 43 15 59,978.0,49.0,43.0,15.0,59.0,,,,,,,,,,
2024,2025,2024 mule deer.pdf,33,"Deer postseason classification data by management unit, Utah 2015–2024.",2019–20,5,838|48|42|15|53,2019–20 838 48 42 15 53,838.0,48.0,42.0,15.0,53.0,,,,,,,,,,
2024,2025,2024 mule deer.pdf,34,"Deer postseason classification data by management unit, Utah 2015–2024 (continued).",2015–16,5,1233|65|54|21|39,2015–16 1233 65 54 21 39,1233.0,65.0,54.0,21.0,39.0,,,,,,,,,,
2024,2025,2024 mule deer.pdf,34,"Deer postseason classification data by management unit, Utah 2015–2024 (continued).",2016–17,5,1163|57|48|18|46,2016–17 1163 57 48 18 46,1163.0,57.0,48.0,18.0,46.0,,,,,,,,,,
2024,2025,2024 mule deer.pdf,34,"Deer postseason classification data by management unit, Utah 2015–2024 (continued).",2017–18,5,727|69|59|17|35,2017–18 727 69 59 17 35,727.0,69.0,59.0,17.0,35.0,,,,,,,,,,
2024,2025,2024 mule deer.pdf,34,"Deer postseason classification data by management unit, Utah 2015–2024 (continued).",2018–19,5,651|47|42|13|37,2018–19 651 47 42 13 37,651.0,47.0,42.0,13.0,37.0,,,,,,,,,,
2024,2025,2024 mule deer.pdf,34,"Deer postseason classification data by management unit, Utah 2015–2024 (continued).",2019–20,5,677|52|46|13|43,2019–20 677 52 46 13 43,677.0,52.0,46.0,13.0,43.0,,,,,,,,,,
2024,2025,2024 mule deer.pdf,35,"Deer postseason classification data by management unit, Utah 2015–2024 (continued).",2015–16,5,764|64|53|20|30,2015–16 764 64 53 20 30,764.0,64.0,53.0,20.0,30.0,,,,,,,,,,
2024,2025,2024 mule deer.pdf,35,"Deer postseason classification data by management unit, Utah 2015–2024 (continued).",2016–17,5,634|65|57|15|57,2016–17 634 65 57 15 57,634.0,65.0,57.0,15.0,57.0,,,,,,,,,,
2024,2025,2024 mule deer.pdf,35,"Deer postseason classification data by management unit, Utah 2015–2024 (continued).",2017–18,5,901|67|58|15|51,2017–18 901 67 58 15 51,901.0,67.0,58.0,15.0,51.0,,,,,,,,,,
2024,2025,2024 mule deer.pdf,35,"Deer postseason classification data by management unit, Utah 2015–2024 (continued).",2018–19,5,915|78|65|19|26,2018–19 915 78 65 19 26,915.0,78.0,65.0,19.0,26.0,,,,,,,,,,
